@relation P__Fall13_Perceptron_enron1_train

@attribute text string
@attribute @@class@@ {arff,ham,spam}

@data
'Subject: fw : thought this was important\r\nbammelyoungfamilies\r\n- - - - - - - - - - - - - - - - - - - - - - - - - - - listbot sponsor - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nstart your own free email list at http : / / www . listbot . com / links / joinlb\r\n- - - - - original message - - - - -\r\nfrom : cammy guggis [ mailto : cguggis @ alvin . cc . tx . us ]\r\nsent : monday , may 14 , 2001 11 : 59 am\r\nto : janet berry ; gfwa @ chevron . com ; 5 moore @ family . net ; acoc @ iwl . net ;\r\nmscraig @ ix . netcom . com ; ldouglas @ rendamarine . com ;\r\nnnherrin @ simba . nat . kl 2 . la . us\r\nsubject : fwd : thought this was important\r\nsubject : please read , sign , and pass on .\r\nthough she \' s dead and has just been located , after 5 years , this lady\r\ncontinues to haunt us from her shallow grave .\r\nget this :\r\ncbs will be forced to discontinue \" touched by an angel \" for using the word\r\ngod in every program . madeline murray o \' hare , an atheist , successfully\r\nmanaged to eliminate the use of bible reading from public schools a few\r\nyears ago . now her organization has been granted a federal hearing on the\r\nsame subject by the federal communications commission ( fcc ) in washington ,\r\ndc . their petition , number 2493 , would ultimately pave the way to stop the\r\nreading of the gospel our lord and savior , and the airwaves of america .\r\nthey got 287 , 000 signatures to back their stand ! if this attempt is\r\nsuccessful , all sunday worship services being broadcast on the radio or by\r\ntelevision will be stopped . this group is also campaigning to remove all\r\nchristmas programs and christmas carols from public schools ! ! you as a\r\nchristian can help !\r\nwe are praying for at least 1 million signatures . this would defeat their\r\neffort and how that there are many christians alive , well and concerned\r\nabout our country . as christians we must unite on this .\r\nplease don \' t take this lightly . we ignored this lady once and lost prayer in\r\nour school and in offices across the nation .\r\nplease stand up for your religious freedom and let your voice be heard .\r\ntogether we\r\ncan make a difference in our country while creating an opportunity\r\nfor the lost to know the lord .\r\nplease press \" forward \" , clean up the message , and forward this to everyone\r\nthat you think should read this .\r\nnow , please sign your name at the bottom ( you can only add your name after\r\nyou have pressed the \" forward \" ) .\r\ndon \' t delete any other names , just go to the next number and type your name .\r\nplease do not sign jointly , such as mr . & mrs . each person should sign\r\nhis / her own name .\r\nplease e - mail this to everyone that you think needs to read this , and help\r\nus defeat this organization and keep the right of our freedom of religion .\r\n> > > > > > >\r\n> > > > > > > when you get to 1000 please e mail back to\r\n> > > > > > > lisa norman at electric _ yello @ hotmail . com .\r\n> > > > > > >\r\n> > > > > > > 1 : courtney s . - please people sign this letter ! !\r\n> > > > > > > 2 : shelbi w .\r\n> > > > > > > 3 : brittany s .\r\n> > > > > > > 4 : lora j .\r\n> > > > > > > 5 : kim s .\r\n> > > > > > > 6 : adam p .\r\n> > > > > > > 7 : jana c .\r\n> > > > > > > 8 : terry williams - deer park , tx\r\n> > > > > > > 9 : megan c .\r\n> > > > > > > 10 : christy c .\r\n> > > > > > > 11 : andy crais\r\n> > > > > > > 12 : mollie rice - knoxville , tn\r\n> > > > > > > 13 : forrest s . - lexington , ky\r\n> > > > > > > 14 : cherie f . - lexington , ky\r\n> > > > > > > 15 : gerald goodlett ii - lexington , ky\r\n> > > > > > > 16 : amanda ferguson\r\n> > > > > > > 17 : valerie grimes - lexington , ky\r\n> > > > > > > 18 : erin mckenzie - lexington , ky\r\n> > > > > > > 19 : robert harrison - cincinnati ohio\r\n> > > > > > > 20 : barbara cronk - clearwater , fl\r\n> > > > > > > 21 : linda tilley - bemidji , minnesota\r\n> > > > > > > 22 : donald huntington - irvine , ca\r\n> > > > > > > 23 : mary stimpson - shoreview , mn\r\n> > > > > > > 24 : kevin gegner - redwood falls , mn .\r\n> > > > > > > 25 : marie alexander - canada\r\n> > > > > > > 26 : wes erhart - canada\r\n> > > > > > > 27 . wendy barbour - canada\r\n> > > > > > > 28 . craig h .\r\n> > > > > > > 29 . kathy h .\r\n> > > > > > > 30 . joan guthrie - canada\r\n> > > > > > > 31 . ron guthrie\r\n> > > > > > > 32 . benita s . - canada\r\n> > > > > > > 33 : hanny kensington - canada\r\n> > > > > > > 34 . b . brown - canada\r\n> > > > > > > 35 . bill olsen\r\n> > > > > > > 36 . gaydene olsen\r\n> > > > > > > 37 . jennifer visser\r\n> > > > > > > 38 . josh olsen\r\n> > > > > > > 39 . donna petch\r\n> > > > > > > 40 . andre lefebvre - canada\r\n> > > > > > > 41 . john hetherington - canada\r\n> > > > > > > 42 . gaetanne hetherington - canada\r\n> > > > > > > 43 . shanie melanson - canada\r\n> > > > > > > 44 . peter hill - canada\r\n> > > > > > > 45 . janet hill - canada\r\n> > > > > > > 47 . emma hill - canada\r\n> > > > > > > 48 . michael donley - canada\r\n> > > > > > > 49 . geogia gililand - canada\r\n> > > > > > > 50 . kevin wilnechenko - canada\r\n> > > > > > > 51 . ruth enns\r\n> > > > > > > 52 . allison kern - canada\r\n> > > > > > > 53 . anika deraad - canada\r\n> > > > > > > 54 . erik uunila - canada\r\n> > > > > > > 55 . krista uunila - canada\r\n> > > > > > > 56 . leila uunila - canada\r\n> > > > > > > 57 . rose uunila - canada\r\n> > > > > > > 58 . marilyn forbes - canada\r\n> > > > > > > 59 . colin evans - canada\r\n> > > > > > > 60 . angela c . - canada\r\n> > > > > > > 61 . kimberly mager - canada\r\n> > > > > > > 62 . kathryn ferrari - canada\r\n> > > > > > > 63 . janna smith - canada\r\n> > > > > > > 64 . shanna ridley - canada\r\n> > > > > > > 65 . thomas somerville - canada\r\n> > > > > > > 66 . lisa norman - canada\r\n> > > > > > > 67 . pat wright - canada\r\n> > > > > > > > 68 . john wright - canada\r\n> > > > > > > 69 . stuart hemmings\r\n> > > > > > > 70 . sandra hemmings\r\n> > > > > > > 71 . robert badham\r\n> > > > > > > 72 . june badham\r\n> > > > > > > 73 . vance taylor\r\n> > > > > > > 74 . pamela schwab - canada\r\n> > > > > > > 75 . ernest schwab - canada\r\n> > > > > > > 76 . carlene neeve - canada\r\n> > > > > > > 77 . gloria stewart\r\n> > > > > > > 78 . harold stewart\r\n> > > > > > > 79 . jackie cannon , princeton , ky\r\n> > > > > > > 80 . bro . gerald cannon , princeton , ky\r\n> > > > > > > 81 . kim brown\r\n> > > > > > > 82 . barry brown\r\n> > > > > > > 83 . ken scott\r\n> > > > > > > 84 . debby scott\r\n> > > > > > > 85 . haley scott\r\n> > > > > > > 86 . ryanne scott\r\n> > > > > > > 87 . laura clark , crofton , ky\r\n> > > > > > > 88 . kendal clark , crofton , ky\r\n> > > > > > > 89 . sherry kaye newton , hopkinsville , ky\r\n> > > > > > > 90 . jeff newton , hopkinsville , ky\r\n> > > > > > > 91 . matthew newton , hopkinsville , ky\r\n> > > > > > > 92 . caleb newton , hopkinsville , ky\r\n> > > > > > > 93 . joshua newton , hopkinsville , ky\r\n> > > > > > > 94 . lisa francis , crofton , ky\r\n> > > > > > > 95 . butch francis , crofton , ky\r\n> > > > > > > 96 . ivy francis , crofotn , ky\r\n> > > > > > > 97 . selena chamberlin , az\r\n> > > > > > > 98 . rose m . chamberlin\r\n> > > > > > > 99 . gabriel pullen tucson , arizona\r\n> > > > > > > 100 . steven bell tucson , arizona\r\n> > > > > > > 101 . gracie graves edmond , oklahoma\r\n> > > > > > > 102 . celeste graves provo , utah\r\n> > > > > > > 103 . deric weiss pleasant grove , utah\r\n> > > > > > > 104 . erika hernandez orem , utah\r\n> > > > > > > 105 . daren reavis provo , utah\r\n> > > > > > > 106 . christina baker , auburn , washington\r\n> > > > > > > 107 . mary christine baker , sumner wa\r\n> > > > > > > 108 . elna baker , sumner wa\r\n> > > > > > > 109 . gary baker , sumner wa\r\n> > > > > > > 110 . britain baker , sumner wa\r\n> > > > > > > 111 . julia baker , sumner wa\r\n> > > > > > > 112 . jill baker , sumner wa\r\n> > > > > > > 113 . carl d . hill sumner , wa\r\n> > > > > > > 114 . helen p . hill - sumner , wa\r\n> > > > > > > 115 . cecil g . jepson , mtlk terr . , wa\r\n> > > > > > > 116 . betty r . jepson , mtlk terr . , wa\r\n> > > > > > > 117 . penny jepson\r\n> > > > > > > 118 . leann riegel , univ . place , wa\r\n> > > > > > > 119 . heather e . ehli , puyallup , wa\r\n> > > > > > > 120 . heather l . conatser , puyallup , wa\r\n> > > > > > > 121 . sarah l . sturzen , graham , wa\r\n> > > > > > > 122 . briana b . holmes tacoma , wa\r\n> > > > > > > 123 . ashley nelson puyallup , wa\r\n> > > > > > > 124 . crissy bray , sumner , wa\r\n> > > > > > > 125 . andrew brady , sumner wa\r\n> > > > > > > 126 . elizabeth alarcon , glendale , az\r\n> > > > > > > 127 . gloria records tucson , az\r\n> > > > > > > 128 . stephen records tucson , az\r\n> > > > > > > 129 . dr . edward l . kemper , sacramento , ca\r\n> > > > > > > 130 . ronald dyck sacramento , ca\r\n> > > > > > > 131 . cathy dyck sacramento , ca\r\n> > > > > > > 132 . chrissy kay oregon\r\n> > > > > > > 133 . rhonda weaver , or\r\n> > > > > > > 134 . terry weaver , or\r\n> > > > > > > 135 . dave shank , or\r\n> > > > > > > 136 . carol shank , or\r\n> > > > > > > 137 . ben shank , or\r\n> > > > > > > 138 . tim shank , or\r\n> > > > > > > 139 . vonda bitikofer , or\r\n> > > > > > > 140 . marty chipman , wa\r\n> > > > > > > 141 . joan chipman , wa\r\n> > > > > > > 142 . ray chipmanm , wa\r\n> > > > > > > 143 . beverly wenge , wa .\r\n> > > > > > > 144 . donald wenge , wa .\r\n> > > > > > > 145 . vicki graf , ca\r\n> > > > > > > 146 . corrine bonsey , wa\r\n> > > > > > > 147 . ric bonsey , wa\r\n> > > > > > > 148 . dawn garruto , wa\r\n> > > > > > > 149 . chris garruto , wa\r\n> > > > > > > 150 . sandy barnes , florida\r\n> > > > > > > 151 . jay crutchfield , fl\r\n> > > > > > > 152 . lorie evans , fl\r\n> > > > > > > 153 . asa l . evans iii , fl\r\n> > > > > > > 154 . ashley woodard , fl\r\n> > > > > > > 155 . todd woodard , fl\r\n> > > > > > > 156 . maria roland , fl\r\n> > > > > > > 157 . william roland , fl\r\n> > > > > > > 158 . jeff bos , winter springs , florida\r\n> > > > > > > 159 . stacey bos , winter springs , florida\r\n> > > > > > > 160 . woody potter , las vegas , nv\r\n> > > > > > > 161 . d \' nee potter , las vegas , nv\r\n> > > > > > > 162 . marshia popplewell , denison , tx .\r\n> > > > > > > 163 . jerry johnson , denison , tx .\r\n> > > > > > > 164 . rosella elifrits , sunrise beach , mo\r\n> > > > > > > 165 . miranda elifrits , sunrise beach , mo\r\n> > > > > > > 166 . pete elifrits , sunrise beach mo\r\n> > > > > > > 167 . gary elifrits , st . joseph , mo\r\n> > > > > > > 168 . brenda elifrits , st . joseph , mo\r\n> > > > > > > 169 . martha ann dwyer , kansas city , mo\r\n> > > > > > > 170 . edith mchugh , kansas city , mo\r\n> > > > > > > 171 . pamela knudson , kansas city , mo\r\n> > > > > > > 172 . robert knudson , kansas city , mo\r\n> > > > > > > 173 . jennifer cole , higginsville , mo\r\n> > > > > > > 174 . ryan cole , higginsville , mo\r\n> > > > > > > 175 . kim levy , blue springs , mo\r\n> > > > > > > 176 . james levy , blue springs , mo\r\n> > > > > > > 177 . debbie tuter , lee \' s summit mo\r\n> > > > > > > 178 . barb johnson , overland park , ks\r\n> > > > > > > 179 . linda gray , st . charles , ia\r\n> > > > > > > 180 . rich gray , st . charles , ia\r\n> > > > > > > 181 . brian gray , st . charles , ia\r\n> > > > > > > 182 . teri mash , waukee , ia\r\n> > > > > > > 183 . thomas mash , waukee , ia\r\n> > > > > > > 184 . colleen mcclaflin , des moines , ia\r\n> > > > > > > 185 . james mcclaflin , des moines , ia\r\n> > > > > > > 186 . kim sanford , des moines , ia\r\n> > > > > > > 187 . peg herman , truro , ia\r\n> > > > > > > 188 . jim herman , truro , ia\r\n> > > > > > > 189 . don brichacek , truro , ia .\r\n> > > > > > > 190 . phyllis brichacek , truro , ia .\r\n> > > > > > > 200 . deedee buchanan \' truro \' ia\r\n> > > > > > > 201 . tonia rouse , blue hill ne\r\n> > > > > > > 202 . nancy b . johnson , havelock , ia\r\n> > > > > > > 203 . gennifer l . scott , emmetsburg , ia\r\n> > > > > > > 204 . michael j . scott , emmetsburg , ia .\r\n> > > > > > > 205 . rick nielsen , emmetsburg , ia\r\n> > > > > > > 206 . rachel krull , emmetsburg , ia\r\n> > > > > > > 207 . allison reneau , sioux fall , sd\r\n> > > > > > > 208 . tom reneau , sioux falls , sd\r\n> > > > > > > 209 . kim brusati , sioux falls , sd\r\n> > > > > > > 210 . derrick hilbrands , sioux falls , sd\r\n> > > > > > > 211 . april sadler , sioux falls , sd\r\n> > > > > > > 212 . doug sadler , sioux falls , sd\r\n> > > > > > > 213 . alvina borchers , sioux falls , sd\r\n> > > > > > > 214 . henrietta kay myers , sioux falls , sd\r\n> > > > > > > 215 . sharon baer middlebury , in\r\n> > > > > > > 216 . ed baer middlebury , in\r\n> > > > > > > 217 ted wrench coventryville , ny\r\n> > > > > > > 218 . brenda wrench coventryville ny\r\n> > > > > > > 219 . jevene davis , forest , va\r\n> > > > > > > 220 . lee baer , virginia beach , va\r\n> > > > > > > 221 . filomena baer , virginia beach , va\r\n> > > > > > > 222 . vaughan davis , forest , va\r\n> > > > > > > 223 . angela r . , gretna , va\r\n> > > > > > > 224 . steven r . , gretna , va\r\n> > > > > > > 225 . ian r . , gretna , va\r\n> > > > > > > 226 . diane w . wallace , raleigh , nc\r\n> > > > > > > 227 . gary r . wallace , raleigh , nc\r\n> > > > > > > 228 . ann thiani , raleigh , nc\r\n> > > > > > > 229 . joseph thiani , raleigh , nc\r\n> > > > > > > 230 . sarah thiani , cary , nc\r\n> > > > > > > 231 . coit ray , raleigh , nc\r\n> > > > > > > 232 . helen ray , raleigh , nc\r\n> > > > > > > 233 . renee martin , raleigh , nc\r\n> > > > > > > 234 . douglas martin , raleigh , nc\r\n> > > > > > > 235 . david martin , r\r\n> > > > > > > 236 . gracie s . senter\r\n> > > > > > > 237 . guy h . senter\r\n> > > > > > > 238 . thomas c . senter\r\n> > > > > > > 239 . patti armiger\r\n> > > > > > > 240 . janet armiger\r\n> > > > > > > 241 . guy armiger\r\n> > > > > > > 242 . paul f . clarkston , wa\r\n> > > > > > > 243 . guylene f . clarkston , wa\r\n> > > > > > > 244 . connie l . ayers , alabama\r\n> > > > > > > 245 . missy harris , al\r\n> > > > > > > 246 . dan davis , al\r\n> > > > > > > 247 . carol davis , al\r\n> > > > > > > 248 . d . lee davis , a\r\n> > > > > > > 249 . w . parker , ms\r\n> > > > > > > 250 . s . warwick , ms\r\n> > > > > > > 251 . sandra brown , fl\r\n> > > > > > > 252 . michael allen\r\n> > > > > > > 253 . carl brown jackson ms\r\n> > > > 254 . marilynn jackson , ms\r\n> > > > 255 . mary davis jackson , ms\r\n> > > > 256 . sarah may - monticello , ms\r\n> > > > 257 . charles belton - monticel\r\n> > > > 258 . kay jolly - ms\r\n> > > > 259 . carrie greene - ms\r\n> > > > 260 . sandi benjamin - ms\r\n> > > > 261 . emily mccarty - ms\r\n> > > > 262 . dave lund , ks\r\n> > > > 263 . cindy tuley , ks\r\n> > > > 264 . charlie tuley , ks\r\n> > > > 265 . jamie tuley , ks\r\n> > > > 266 . shannon lund , ks\r\n> > > > 267 . brandi wegner , , ks\r\n> > > > 268 . jeannie jones , ks\r\n> > > > 269 . judy truelove , ks\r\n> > > > 270 . sara truelove , va\r\n> > > > 271 . lynn miller , nc\r\n> > > > 272 . carolyn barkocy\r\n> > > > 273 . joe barkocy\r\n> > > > 274 . susan reynolds barkocy , clemmons nc\r\n> > > > 275 . james dayton sisson , millington , tn\r\n> > > > 276 . robert w payton , mocksville , nc\r\n> > > > 277 . charles farmer , siloam springs , ar\r\n> > > > 278 . tiffany harrod , plano , tx\r\n> > > > 279 . karen ray , plano , tx\r\n> > > > 280 . julie mack , frisco , tx\r\n> > > > 281 . donna brower , lewisville , tx\r\n> > > > 282 . mary edwards , emory , tx .\r\n> > > > 283 . allen edwards , emory , tx .\r\n> > > > 284 . sharen edwards , garland , tx\r\n> > > > 285 . gary edwards , garland , tx\r\n> > > > 286 . g turner , kilgore , tx\r\n> > > > 287 . m turner , kilgore , texas\r\n> > > > 288 . staci holcomb , longview , texas\r\n> > > > 289 . destry holcomb , diana texas\r\n> > > > 290 . christy holcomb , diana texas\r\n> > > > 291 . riley holcomb , diana texas\r\n> > > > 292 . haley holcomb , diana texas\r\n> > > > 293 . morgan holcomb , longview texas\r\n> > > > 294 . ronnie harber , longview , texas\r\n> > > > 295 . anthony harber , longview , texas\r\n> > > > 296 . peggy brandon , longview , texas\r\n> > > > 297 . emmett capt , kilgore , texas\r\n> > 298 . david l . hinson ,\r\n> 299 don lee bossier city , la .\r\n> 300 john weaver houston , texas\r\n> 301 karen weaver houston , texas ? > > > > 302 elizabeth beasley , houston , texas ? > 303 mary beth breakey , houston , texas ? > 304 kathy greenwood ? > 305 dan greenwood ? 306 teresa cooke , pasadena , tx ? 307 rod cooke , pasadena , tx ? 308 cammy guggisberg , alvin , tx ? 309 mike guggisberg , alvin , tx ? ? ? _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ ? to unsubscribe , write to - unsubscribe @ listbot . com',ham
'Subject: re : noms / actual vols for 15 th & 16 th\r\nwe agree\r\n\" eileen ponton \" on 05 / 17 / 2001 05 : 43 : 09 pm\r\nto : david avila / lsp / enserch / us @ tu , charlie stone / energy / txu @ tu , melissa\r\njones / texas utilities @ tu , hpl . scheduling @ enron . com , liz . bellamy @ enron . com ,\r\nszajac @ enron . com\r\ncc :\r\nsubject : noms / actual vols for 15 th & 16 th\r\ndate nom mcf mmbtu\r\n5 / 15 0 417 428\r\n5 / 16 38 , 750 38 , 232 39 , 264',ham
'Subject: hpl texoma , meter 9801071 - 05 / 10 / 01\r\ndaren ,\r\nthe intercompany / interdesk reflects an error for the above referenced day . a transport usage ticket was put into the system for 3 , 000 dth ( duke carthage to texoma ) , however , we do not have any supply on epgt from duke for this deal . the package was confirmed , according to pops , so , we are probably missing the supply deal . please check on the day / price ( it is the 3 , 000 on k # ta 99027 on epgt ) . i am trying to take care of some of these current month issues on the \" clean reports \" .\r\nmike ,\r\nwould you please make sure that this contract was nominated on epgt for 5 / 10 / 01 .\r\nthank you both for your assistance ( everyone else is fyi ) ,\r\nmary',ham
'Subject: hpl nom for may 23 , 2001\r\n( see attached file : hplno 523 . xls )\r\n- hplno 523 . xls',ham
'Subject: fw : pymt for 03 / 01 sales adjustment for cowtrap\r\nfyi -\r\nper previous e - mail to you , this is e - mail from sandra wehner\r\ntess\r\n- - - - - original message - - - - -\r\nfrom : \" wehner , sandra ( sl ) \" @ enron [ mailto : imceanotes - + 22 wehner + 2 c + 20 sandra + 20 + 28 sl + 29 + 22 + 20 + 3 cswehner + 40 dow + 2 ecom + 3 e + 40 enron @ enron . com ]\r\nsent : thursday , may 24 , 2001 2 : 48 pm\r\nto : ray , tess\r\ncc : lamphier , gary ; trochta , mary ( ml ) ; mudd , christopher ( cj )\r\nsubject : fw : pymt for 03 / 01 sales adjustment for cowtrap\r\ntess , would you please check with your commercial manager on the price . i do\r\nnot have a record of $ 5 . 30 . my records indicate we \' ve been purchasing this\r\ngas at inside ferc houston ship channel less 7 which would be $ 5 . 30 for\r\napril . please recheck . thanks .\r\nsandra wehner\r\ncontract administrator\r\n713 - 978 - 3667 ( phone )\r\n713 - 978 - 3690 ( fax )\r\ne - mail : swehner @ dow . com\r\n- - - - - original message - - - - -\r\nfrom : trochta , mary ( ml )\r\nsent : thursday , may 24 , 2001 2 : 37 pm\r\nto : \' tess . ray @ enron . com \'\r\ncc : wehner , sandra ( sl )\r\nsubject : re : pymt for 03 / 01 sales adjustment for cowtrap\r\ntess ,\r\nwe are showing a price of $ 5 . 30 for bluedolphin and cowtrap . please check\r\nyour price . you are showing $ 5 . 31 .\r\n- - - - - original message - - - - -\r\nfrom : tess . ray @ enron . com [ mailto : tess . ray @ enron . com ]\r\nsent : thursday , may 24 , 2001 2 : 17 pm\r\nto : mltrochta @ dow . com\r\nsubject : re : pymt for 03 / 01 sales adjustment for cowtrap\r\nimportance : high\r\nhere is invoice for cowtrap . can you set it up for pymt too ? if so what\r\ndate ?\r\n( see attached file : invoice - cowtrap 0401 . xls )\r\n- - - - - original message - - - - -\r\nfrom : \" trochta , mary ( ml ) \" @ enron\r\necom + 3 e + 40 enron @ enron . com ]\r\nsent : thursday , may 24 , 2001 1 : 38 pm\r\nto : ray , tess\r\nsubject : re : pymt for 03 / 01 sales adjustment for cowtrap\r\nhello tess ,\r\nthe $ 3 , 154 . 56 is set up for payment tomorrow 5 / 25 / 01 . i will get the\r\nbluedolphin set up for payment on 5 / 29 / 01 .\r\nthank you .\r\n- - - - - original message - - - - -\r\nfrom : ray , tess [ mailto : tess . ray @ enron . com ]\r\nsent : thursday , may 24 , 2001 1 : 30 pm\r\nto : mltrochta @ dow . com\r\nsubject : pymt for 03 / 01 sales adjustment for cowtrap\r\nimportance : high\r\nhi !\r\nalso -\r\nwhen will you send pymt for 03 / 01 sales adjustment ( inv # 2594 sa , amt .\r\n$ 3 , 154 . 56 , due date 5 / 25 / 01 ) ?\r\nthanks !\r\ntess ray\r\ntess . ray @ enron . com\r\ncontract accountant , gas settlements ( sales )\r\nhouston pipe line co .\r\n1201 louisiana , la 1524 b\r\nhouston , tx . 77002\r\ntel : 713 - 571 - 3274 fax : 713 - 646 - 8875',ham
'Subject: mobil beaumont - may 2001\r\ndaren ,\r\ni want to confirm the may midcon volumes for mobil - i think it is 30 , 000 mmbtu / day ?\r\nplease let me know if i should ask someone else . . .\r\nthanks ,\r\nrebecca',ham
'Subject: tristar gas company may 2001\r\ni have a problem with tristar for may 2001 . the deal number is 779345 . they sent me an invoice for 40 , 000 from the 24 th to the 31 st at $ 3 . 975 . in our deal , we only have 6 , 000 on the 24 th at $ 3 . 975 . did you do a deal for 40 , 000 ? i can \' t find a deal on oasis or on hpl for this amount .\r\nmegan',ham
'Subject: tenaska iv 4 / 01\r\nplease change the demand fee on deal 384258 for april from $ 2 , 862 , 531 . 95 to $ 2 , 855 , 089 . 73 . we need to return some money to tenaska iv . the transport expenses are less than what was etimated on the spreadsheet .\r\nmegan',ham
'Subject: inter / intra gisb for enron north america\r\ni forwarded these contract forms to you on may 25 for your review . do i need to\r\nresend them ?\r\nkeith ford\r\ntxu fuel company\r\ncontract administration supervisor\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by keith ford / bizsrv / txu on 06 / 19 / 2001 11 : 04 am\r\n- - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nlynn handlin\r\n06 / 18 / 2001 10 : 19 am\r\nto : dfarmer @ enron . com , keith ford / bizsrv / txu @ tu\r\ncc :\r\nsubject : inter / intra gisb for enron north america\r\nplease forward an inter / intra gisb asap to enron north america or whatever name\r\nthey want to use for their new contracts .\r\ndarren - please note that we do not take any changes to the gisb \' s that keith\r\nwill be forwarding .\r\ndarren \' s email is dfarmer @ enron . com\r\nthanks for your help ! let me know the number as soon as possibe - so i can\r\nupdate our records .',ham
'Subject: re : tenaska iv - cleburne plant\r\ndarren , i will be meeting with sandi in the morning to get a download . i will get with you after that to assess where we need to go . thanks .\r\n- - - - - original message - - - - -\r\nfrom : farmer , daren j .\r\nsent : tuesday , june 19 , 2001 1 : 43 pm\r\nto : nemec , gerald\r\nsubject : tenaska iv - cleburne plant\r\ngerald ,\r\ni understand that you will be taking on some of sandi \' s projects since she left the company . i have been working with sandi on an agency agreemtent between ena and tenaska iv partners , related to the gas supply for the cleburne plant . has she brought you up to speed on what we need ? we are looking into selling our stake in the plant and need to finalize the agreement as soon as we can . please let me know what you need to finish this . thanks .\r\ndaren',ham
